buildYear,contractTerm,contractType,dealDay,dealMonth,dealYear,deposit,houseType,monthlyRent,preDeposit,preMonthlyRent,sggCd,totalFloorAr,umdNm,useRRRight,lawd_cd,deal_ym,sggNm
2004,25.02~26.02,신규,30,1,2025,100,다가구,42,,,41113,23,곡반정동,,41113,202501,
2007,25.01~27.01,갱신,23,1,2025,"9,000",다가구,50,"9,000",50,41113,70,호매실동,,41113,202501,
1990,25.01~27.01,신규,18,1,2025,"1,000",다가구,55,,,41113,45,권선동,,41113,202501,
,25.01~26.01,신규,1,1,2025,50,다가구,40,,,41113,19,곡반정동,,41113,202501,
,25.02~26.02,신규,27,1,2025,300,다가구,45,,,41113,211,곡반정동,,41113,202501,
1990,25.02~27.02,신규,3,1,2025,"2,000",단독,70,,,41113,82.38,권선동,,41113,202501,
,25.01~27.01,신규,30,1,2025,"1,000",단독,40,,,41113,46.6,세류동,,41113,202501,
1996,25.02~27.02,신규,25,1,2025,500,다가구,45,,,41113,46.38,세류동,,41113,202501,
,25.01~27.01,신규,3,1,2025,300,단독,40,,,41113,23,권선동,,41113,202501,
2015,25.02~27.02,신규,21,1,2025,"14,500",다가구,0,,,41113,48,호매실동,,41113,202501,
2006,25.01~26.01,신규,8,1,2025,100,다가구,35,,,41113,20.5,곡반정동,,41113,202501,
2006,25.02~27.02,신규,20,1,2025,"19,000",다가구,0,,,41113,110,곡반정동,,41113,202501,
2015,25.04~27.04,신규,6,1,2025,"25,000",다가구,0,,,41113,116.2,호매실동,,41113,202501,
,25.02~27.02,신규,17,1,2025,"2,000",다가구,50,,,41113,40,세류동,,41113,202501,
1991,25.01~27.01,신규,11,1,2025,"1,000",단독,45,,,41113,35,구운동,,41113,202501,
2014,25.01~27.01,갱신,5,1,2025,"2,000",다가구,60,"2,000",60,41113,75,호매실동,,41113,202501,
1991,25.01~27.01,신규,1,1,2025,"8,000",다가구,0,,,41113,40,구운동,,41113,202501,
2008,25.01~26.01,신규,15,1,2025,500,단독,41,,,41113,25,곡반정동,,41113,202501,
2005,25.01~25.07,신규,9,1,2025,100,다가구,44,,,41113,16,곡반정동,,41113,202501,
,25.02~27.02,신규,25,1,2025,"5,500",단독,5,,,41113,20,세류동,,41113,202501,
2015,25.02~27.02,신규,9,1,2025,"2,000",다가구,80,,,41113,62,금곡동,,41113,202501,
1994,25.02~27.02,신규,18,1,2025,"1,000",다가구,40,,,41113,38.5,권선동,,41113,202501,
2006,25.01~25.07,신규,11,1,2025,100,단독,40,,,41113,30,곡반정동,,41113,202501,
2007,25.03~27.03,신규,10,1,2025,"1,000",다가구,55,,,41113,42,세류동,,41113,202501,
2002,25.03~27.03,신규,21,1,2025,"8,000",단독,13,,,41113,48.86,권선동,,41113,202501,
2001,25.01~27.01,갱신,18,1,2025,"8,900",단독,0,"8,500",,41113,40,권선동,,41113,202501,
,25.01~27.01,갱신,18,1,2025,"3,000",다가구,85,"3,000",85,41113,92.12,구운동,사용,41113,202501,
1989,25.02~27.02,신규,18,1,2025,"2,000",다가구,70,,,41113,68.43,권선동,,41113,202501,
1989,25.02~27.02,신규,20,1,2025,"1,000",다가구,60,,,41113,52,세류동,,41113,202501,
1989,25.02~27.02,신규,15,1,2025,500,단독,35,,,41113,42,구운동,,41113,202501,
1992,25.03~27.02,신규,24,1,2025,"3,000",단독,0,,,41113,28,구운동,,41113,202501,
1990,25.02~27.02,신규,21,1,2025,500,단독,45,,,41113,59.545,구운동,,41113,202501,
2006,25.02~27.02,신규,21,1,2025,"4,500",다가구,0,,,41113,30,곡반정동,,41113,202501,
2003,25.03~26.02,신규,27,1,2025,500,다가구,40,,,41113,30,곡반정동,,41113,202501,
1989,25.02~27.02,신규,14,1,2025,"5,000",단독,20,,,41113,40,세류동,,41113,202501,
2021,25.02~27.02,신규,20,1,2025,"12,000",단독,25,,,41113,51.32,구운동,,41113,202501,
1993,25.02~27.02,신규,13,1,2025,"13,000",단독,0,,,41113,67.95,고색동,,41113,202501,
2012,25.02~27.02,신규,15,1,2025,"21,000",단독,0,,,41113,131.79,세류동,,41113,202501,
2012,25.03~27.03,신규,14,1,2025,"7,500",단독,0,,,41113,48.8,탑동,,41113,202501,
2004,25.02~27.02,신규,23,1,2025,"9,500",단독,16,,,41113,48.14,권선동,,41113,202501,
2000,25.02~26.02,신규,25,1,2025,500,단독,38,,,41113,29.7,세류동,,41113,202501,
1992,25.02~27.02,신규,13,1,2025,500,단독,40,,,41113,40,세류동,,41113,202501,
2014,25.02~27.02,신규,7,1,2025,"1,000",다가구,50,,,41113,36,권선동,,41113,202501,
2006,25.01~26.01,신규,11,1,2025,500,단독,58,,,41113,33,곡반정동,,41113,202501,
2002,25.02~27.02,신규,9,1,2025,"9,500",단독,0,,,41113,40,구운동,,41113,202501,
2011,25.02~27.02,신규,16,1,2025,"1,000",다가구,40,,,41113,39.66,세류동,,41113,202501,
1997,25.02~27.02,신규,3,1,2025,500,다가구,40,,,41113,33,세류동,,41113,202501,
1990,25.01~26.01,신규,7,1,2025,500,단독,45,,,41113,45,권선동,,41113,202501,
2011,25.01~25.04,신규,20,1,2025,500,다가구,50,,,41113,33,권선동,,41113,202501,
1975,25.02~26.02,신규,19,1,2025,300,단독,29,,,41113,28,고색동,,41113,202501,
2001,25.02~26.02,신규,20,1,2025,"1,000",단독,53,,,41113,42,권선동,,41113,202501,
1995,25.03~27.03,신규,22,1,2025,"12,700",다가구,0,,,41113,80.91,고색동,,41113,202501,
2005,25.01~27.01,신규,24,1,2025,"3,000",다가구,20,,,41113,25.5,곡반정동,,41113,202501,
1989,25.03~27.03,신규,12,1,2025,"3,000",다가구,30,,,41113,45,세류동,,41113,202501,
1999,25.02~27.02,신규,10,1,2025,"1,000",단독,55,,,41113,40,권선동,,41113,202501,
2008,25.02~26.02,신규,31,1,2025,200,단독,30,,,41113,21,곡반정동,,41113,202501,
1985,25.02~27.02,신규,4,1,2025,"4,200",단독,0,,,41113,118.27,세류동,,41113,202501,
,25.02~27.02,신규,11,1,2025,"2,000",다가구,55,,,41113,41.65,구운동,,41113,202501,
2024,25.02~27.02,신규,20,1,2025,"9,800",다가구,0,,,41113,40,권선동,,41113,202501,
2000,25.02~26.02,신규,18,1,2025,500,단독,30,,,41113,28,권선동,,41113,202501,
1989,25.02~26.02,신규,13,1,2025,"1,000",다가구,10,,,41113,35,세류동,,41113,202501,
1995,25.02~27.02,신규,15,1,2025,500,다가구,45,,,41113,47.33,세류동,,41113,202501,
1979,25.02~27.02,신규,22,1,2025,"1,000",다가구,75,,,41113,168.26,세류동,,41113,202501,
2015,25.02~27.02,신규,17,1,2025,"18,000",다가구,0,,,41113,65,금곡동,,41113,202501,
2012,25.02~26.02,신규,18,1,2025,"2,000",단독,30,,,41113,27,세류동,,41113,202501,
2006,25.02~25.08,신규,26,1,2025,50,다가구,50,,,41113,23,곡반정동,,41113,202501,
2006,25.02~26.02,신규,21,1,2025,300,다가구,30,,,41113,20,곡반정동,,41113,202501,
2017,25.02~27.02,신규,21,1,2025,"3,000",다가구,45,,,41113,22.36,권선동,,41113,202501,
2002,25.02~27.01,신규,18,1,2025,500,단독,45,,,41113,40,세류동,,41113,202501,
,25.01~26.01,신규,15,1,2025,500,단독,35,,,41113,20,탑동,,41113,202501,
2017,25.02~27.02,신규,18,1,2025,"2,000",단독,65,,,41113,50,금곡동,,41113,202501,
2005,25.02~27.02,신규,23,1,2025,500,다가구,38,,,41113,39.67,권선동,,41113,202501,
2003,25.02~27.02,신규,4,1,2025,"8,500",단독,0,,,41113,49.5,구운동,,41113,202501,
2003,25.02~27.02,신규,4,1,2025,300,단독,37,,,41113,27,구운동,,41113,202501,
1991,25.02~27.02,신규,31,1,2025,500,다가구,65,,,41113,60,권선동,,41113,202501,
2018,25.01~26.03,신규,20,1,2025,500,다가구,65,,,41113,50,고색동,,41113,202501,
2017,25.02~27.02,신규,10,1,2025,"55,000",단독,0,,,41113,191.42,금곡동,,41113,202501,
2001,25.02~26.02,신규,25,1,2025,500,단독,30,,,41113,28,권선동,,41113,202501,
2011,25.02~27.02,신규,6,1,2025,500,다가구,50,,,41113,43.98,서둔동,,41113,202501,
1991,25.02~26.03,신규,23,1,2025,500,단독,35,,,41113,40,구운동,,41113,202501,
2014,25.02~27.02,신규,17,1,2025,"2,000",다가구,50,,,41113,40,세류동,,41113,202501,
2006,25.02~27.02,신규,18,1,2025,"4,500",다가구,0,,,41113,26.1,곡반정동,,41113,202501,
1990,25.02~27.01,신규,24,1,2025,"2,000",단독,65,,,41113,101.25,구운동,,41113,202501,
1996,25.02~27.02,신규,25,1,2025,300,단독,37,,,41113,33,세류동,,41113,202501,
,25.02~27.02,신규,24,1,2025,"1,000",다가구,120,,,41113,32.1,세류동,,41113,202501,
,25.02~27.02,신규,25,1,2025,500,다가구,30,,,41113,78.27,입북동,,41113,202501,
2014,25.02~27.02,신규,25,1,2025,"5,500",단독,5,,,41113,20,세류동,,41113,202501,
1994,25.02~27.02,신규,7,1,2025,300,다가구,30,,,41113,33,권선동,,41113,202501,
2004,25.02~26.01,신규,15,1,2025,500,단독,45,,,41113,33,곡반정동,,41113,202501,
2009,25.01~26.01,신규,22,1,2025,"4,000",다가구,0,,,41113,20,곡반정동,,41113,202501,
2007,25.01~26.01,신규,24,1,2025,50,다가구,33,,,41113,19,곡반정동,,41113,202501,
1991,25.02~27.02,신규,31,1,2025,"1,500",단독,65,,,41113,83.16,고색동,,41113,202501,
,25.02~27.02,신규,23,1,2025,"4,000",다가구,0,,,41113,22,곡반정동,,41113,202501,
2007,25.02~27.02,신규,15,1,2025,"2,000",다가구,25,,,41113,20,곡반정동,,41113,202501,
2018,25.02~25.07,갱신,18,1,2025,"5,000",다가구,138,"5,000",130,41113,167.97,세류동,,41113,202501,
2007,25.02~27.02,신규,12,1,2025,"12,000",다가구,0,,,41113,60,곡반정동,,41113,202501,
2007,25.02~26.02,신규,12,1,2025,500,다가구,45,,,41113,33,곡반정동,,41113,202501,
1983,25.02~27.02,신규,14,1,2025,"10,000",다가구,0,,,41113,55,고색동,,41113,202501,
1995,25.02~27.02,신규,22,1,2025,"34,000",단독,0,,,41113,199.66,고색동,,41113,202501,
1996,25.02~27.02,신규,3,1,2025,500,다가구,45,,,41113,78.82,세류동,,41113,202501,
2007,25.02~26.02,신규,18,1,2025,500,다가구,35,,,41113,25,곡반정동,,41113,202501,
,25.02~27.02,신규,16,1,2025,"3,000",다가구,15,,,41113,29,곡반정동,,41113,202501,
2003,25.02~27.02,신규,9,1,2025,"15,500",단독,0,,,41113,110.82,서둔동,,41113,202501,
,25.01~26.01,갱신,9,1,2025,300,다가구,45,300,43,41113,14.4,오목천동,,41113,202501,
2024,25.02~27.02,신규,3,1,2025,"4,000",다가구,80,,,41113,48.77,권선동,,41113,202501,
1989,25.02~27.02,신규,21,1,2025,500,다가구,50,,,41113,40,세류동,,41113,202501,
2002,25.01~26.01,신규,22,1,2025,500,다가구,40,,,41113,25,권선동,,41113,202501,
2004,25.02~26.02,신규,24,1,2025,300,단독,37,,,41113,26.4,구운동,,41113,202501,
,25.01~27.01,갱신,25,1,2025,"1,000",단독,30,"2,100",20,41113,36,구운동,,41113,202501,
2020,25.02~26.02,신규,20,1,2025,"1,000",다가구,52,,,41113,30,세류동,,41113,202501,
2006,25.01~26.01,신규,27,1,2025,500,단독,37,,,41113,28,곡반정동,,41113,202501,
2024,25.02~27.02,신규,22,1,2025,"2,000",다가구,95,,,41113,49.54,권선동,,41113,202501,
1996,25.02~27.02,갱신,16,1,2025,"6,000",다가구,41,"6,000",38,41113,58.08,세류동,사용,41113,202501,
2019,25.02~27.02,신규,16,1,2025,"3,500",다가구,48,,,41113,33.27,서둔동,,41113,202501,
2007,25.01~26.01,신규,3,1,2025,"1,000",다가구,43,,,41113,26.45,곡반정동,,41113,202501,
2005,25.02~27.02,신규,22,1,2025,"1,000",단독,50,,,41113,40,권선동,,41113,202501,
2003,25.02~27.02,신규,27,1,2025,"12,000",다가구,0,,,41113,55.5,구운동,,41113,202501,
2017,25.01~27.01,신규,27,1,2025,"1,000",다가구,60,,,41113,45,서둔동,,41113,202501,
1995,25.02~27.02,신규,15,1,2025,500,단독,45,,,41113,53.5,세류동,,41113,202501,
,25.02~26.02,갱신,23,1,2025,200,다가구,30,200,30,41113,17,구운동,,41113,202501,
2003,25.01~27.01,신규,31,1,2025,"1,500",단독,45,,,41113,30,구운동,,41113,202501,
2015,25.01~27.01,신규,31,1,2025,500,다가구,40,,,41113,25,평리동,,41113,202501,
2008,25.02~26.02,신규,31,1,2025,500,다가구,42,,,41113,25,곡반정동,,41113,202501,
2002,25.02~27.02,신규,27,1,2025,"3,000",단독,55,,,41113,49.59,구운동,,41113,202501,
2025,25.02~27.01,신규,24,1,2025,"3,000",다가구,110,,,41113,52,권선동,,41113,202501,
1991,25.02~27.02,신규,16,1,2025,500,단독,45,,,41113,40,구운동,,41113,202501,
2006,25.02~26.01,신규,2,1,2025,500,다가구,43,,,41113,33,곡반정동,,41113,202501,
1998,25.01~27.01,신규,17,1,2025,500,다가구,40,,,41113,227.1,서둔동,,41113,202501,
2006,25.01~27.01,신규,30,1,2025,"3,000",단독,0,,,41113,22,곡반정동,,41113,202501,
1992,25.01~26.01,신규,16,1,2025,100,단독,25,,,41113,25,세류동,,41113,202501,
2006,25.02~26.02,신규,16,1,2025,300,다가구,44,,,41113,30,곡반정동,,41113,202501,
2006,25.02~26.01,신규,8,1,2025,500,다가구,55,,,41113,46,곡반정동,,41113,202501,
1989,25.02~27.02,갱신,22,1,2025,"4,000",단독,10,"6,000",,41113,49.58,세류동,,41113,202501,
2018,25.02~27.02,신규,25,1,2025,"15,000",다가구,29,,,41113,60,세류동,,41113,202501,
2001,25.02~26.02,신규,31,1,2025,300,단독,30,,,41113,23.14,권선동,,41113,202501,
2010,25.01~27.01,신규,11,1,2025,500,단독,40,,,41113,29,구운동,,41113,202501,
2002,25.01~26.01,신규,31,1,2025,500,다가구,45,,,41113,40,권선동,,41113,202501,
2007,25.01~26.01,신규,31,1,2025,100,다가구,32,,,41113,20,곡반정동,,41113,202501,
1989,25.02~27.02,갱신,31,1,2025,"10,000",다가구,0,"13,000",,41113,39.36,세류동,,41113,202501,
2006,25.01~27.01,신규,31,1,2025,"3,000",단독,0,,,41113,227.4,곡반정동,,41113,202501,
1989,25.01~27.01,신규,3,1,2025,500,단독,45,,,41113,45,구운동,,41113,202501,
2022,25.01~27.01,신규,24,1,2025,"2,000",다가구,85,,,41113,38.44,고색동,,41113,202501,
2020,25.01~29.01,갱신,13,1,2025,"16,000",다가구,0,"16,000",,41113,48.67,고색동,사용,41113,202501,
2002,25.02~27.02,신규,18,1,2025,"5,000",단독,0,,,41113,40,권선동,,41113,202501,
2013,25.01~27.01,신규,4,1,2025,500,단독,40,,,41113,17.5,고색동,,41113,202501,
2006,25.02~26.02,신규,18,1,2025,500,다가구,63,,,41113,33,곡반정동,,41113,202501,
2013,25.01~26.01,신규,18,1,2025,300,다가구,29,,,41113,18.2,세류동,,41113,202501,
2004,25.02~27.02,신규,23,1,2025,"9,500",단독,0,,,41113,48.14,권선동,,41113,202501,
2004,25.01~27.01,신규,20,1,2025,500,다가구,35,,,41113,30,세류동,,41113,202501,
2018,25.01~27.01,신규,3,1,2025,"2,000",다가구,60,,,41113,54.74,세류동,,41113,202501,
2006,25.02~27.02,신규,24,1,2025,"5,000",다가구,0,,,41113,33,곡반정동,,41113,202501,
2017,25.02~27.02,신규,22,1,2025,"3,000",다가구,61,,,41113,86.58,금곡동,,41113,202501,
2022,25.02~27.02,신규,16,1,2025,"10,000",다가구,33,,,41113,37.15,고색동,,41113,202501,
2003,25.01~27.01,신규,15,1,2025,"1,000",다가구,50,,,41113,50,세류동,,41113,202501,
2007,25.01~25.07,신규,22,1,2025,100,다가구,50,,,41113,28,곡반정동,,41113,202501,
2007,25.01~25.04,신규,22,1,2025,50,다가구,32,,,41113,19,곡반정동,,41113,202501,
2015,25.02~27.02,신규,17,1,2025,"18,000",다가구,0,,,41113,65,금곡동,,41113,202501,
2021,25.02~27.02,신규,20,1,2025,"12,000",단독,25,,,41113,51.32,구운동,,41113,202501,
2008,25.01~27.01,신규,11,1,2025,"9,000",단독,0,,,41113,25,곡반정동,,41113,202501,
2012,25.02~27.02,신규,23,1,2025,"6,000",단독,0,,,41113,29,탑동,,41113,202501,
2004,25.01~26.01,신규,18,1,2025,500,다가구,35,,,41113,24,곡반정동,,41113,202501,
1995,25.01~27.01,신규,22,1,2025,"4,000",다가구,0,,,41113,48.495,세류동,,41113,202501,
2021,25.02~27.02,신규,23,1,2025,"6,000",단독,0,,,41113,20,고색동,,41113,202501,
1990,25.02~27.02,신규,3,1,2025,"2,000",단독,70,,,41113,82.38,권선동,,41113,202501,
1995,25.02~27.02,신규,22,1,2025,"7,000",단독,0,,,41113,49.23,고색동,,41113,202501,
2006,25.01~27.01,신규,15,1,2025,"2,000",단독,55,,,41113,40,세류동,,41113,202501,
1972,25.02~27.02,신규,20,1,2025,"13,000",단독,20,,,41113,50.31,서둔동,,41113,202501,
2021,25.02~27.02,신규,20,1,2025,"12,000",단독,25,,,41113,51.32,구운동,,41113,202501,
2018,25.01~26.01,신규,18,1,2025,500,다가구,70,,,41113,30,권선동,,41113,202501,
2002,25.03~27.03,신규,21,1,2025,"8,000",단독,0,,,41113,48.86,권선동,,41113,202501,
2004,25.01~26.01,신규,11,1,2025,"5,000",다가구,0,,,41113,30,권선동,,41113,202501,
2002,25.01~26.01,신규,21,1,2025,500,단독,35,,,41113,27,서둔동,,41113,202501,
2007,25.01~26.01,신규,14,1,2025,300,단독,35,,,41113,21,세류동,,41113,202501,
2003,25.03~27.03,신규,21,1,2025,"13,000",다가구,0,,,41113,99,곡반정동,,41113,202501,
2006,25.01~26.01,신규,14,1,2025,500,다가구,35,,,41113,24,권선동,,41113,202501,
1984,25.01~27.01,신규,6,1,2025,"2,000",단독,65,,,41113,91.8,세류동,,41113,202501,
1993,25.01~27.01,신규,3,1,2025,"14,000",단독,0,,,41113,47.13,권선동,,41113,202501,
2001,25.01~26.01,신규,16,1,2025,500,단독,40,,,41113,21,권선동,,41113,202501,
2007,25.01~26.01,신규,3,1,2025,500,단독,40,,,41113,25,곡반정동,,41113,202501,
,25.02~27.02,갱신,20,1,2025,"20,000",단독,0,"2,000",130,41113,81.61,오목천동,,41113,202501,
2003,25.01~27.01,신규,7,1,2025,"1,000",다가구,55,,,41113,45,오목천동,,41113,202501,
2004,25.01~26.01,신규,6,1,2025,300,단독,32,,,41113,25,탑동,,41113,202501,
2006,25.01~26.01,신규,6,1,2025,300,다가구,45,,,41113,24.5,곡반정동,,41113,202501,
2015,25.02~27.02,신규,17,1,2025,"18,000",단독,0,,,41113,65,금곡동,,41113,202501,
2003,25.01~27.01,신규,3,1,2025,"7,000",다가구,0,,,41113,40,구운동,,41113,202501,
2005,25.01~26.01,신규,10,1,2025,"1,000",단독,55,,,41113,50,곡반정동,,41113,202501,
1990,25.01~27.01,갱신,14,1,2025,500,단독,45,500,45,41113,50,구운동,,41113,202501,
2006,25.03~27.03,신규,16,1,2025,"4,000",다가구,0,,,41113,29.17,곡반정동,,41113,202501,
2006,25.01~26.01,신규,9,1,2025,100,다가구,35,,,41113,30,곡반정동,,41113,202501,
,25.02~27.02,갱신,10,1,2025,"11,480",단독,73,"11,270",72,41113,93.69,호매실동,,41113,202501,
2011,25.02~27.02,신규,17,1,2025,"9,000",다가구,0,,,41113,50,구운동,,41113,202501,
1990,25.01~27.01,신규,11,1,2025,"1,000",단독,45,,,41113,49.4,세류동,,41113,202501,
,24.12~26.09,신규,16,1,2025,"5,775",다가구,0,,,41113,13.76,곡반정동,,41113,202501,
2002,25.01~27.01,신규,4,1,2025,300,단독,33,,,41113,21,권선동,,41113,202501,
2003,25.01~27.01,신규,2,1,2025,500,단독,35,,,41113,25,구운동,,41113,202501,
2018,25.02~26.02,갱신,8,1,2025,"2,000",다가구,50,"2,000",50,41113,23.14,세류동,,41113,202501,
1996,25.01~28.09,신규,5,1,2025,300,다가구,32,,,41113,30,세류동,,41113,202501,
2008,25.01~27.01,신규,7,1,2025,300,다가구,38,,,41113,30,곡반정동,,41113,202501,
,25.02~27.02,갱신,16,1,2025,"11,480",단독,74,,73,41113,93.69,호매실동,,41113,202501,
1995,25.02~27.02,신규,14,1,2025,"6,000",단독,0,,,41113,47.88,세류동,,41113,202501,
1993,25.02~27.02,신규,13,1,2025,"13,000",단독,0,,,41113,67.95,고색동,,41113,202501,
2008,25.02~26.02,신규,11,1,2025,500,단독,35,,,41113,30,곡반정동,,41113,202501,
2004,25.01~27.01,신규,15,1,2025,"3,500",다가구,0,,,41113,26,곡반정동,,41113,202501,
2015,25.01~27.01,신규,9,1,2025,500,다가구,40,,,41113,25,평리동,,41113,202501,
1994,25.01~27.01,신규,11,1,2025,500,다가구,52,,,41113,36,세류동,,41113,202501,
2002,25.02~27.02,신규,14,1,2025,"6,500",단독,0,,,41113,27,권선동,,41113,202501,
2001,25.01~26.01,신규,14,1,2025,500,다가구,30,,,41113,30,구운동,,41113,202501,
2018,25.01~27.01,갱신,6,1,2025,"16,500",다가구,0,"16,500",,41113,38.898,세류동,,41113,202501,
1984,25.01~26.01,신규,7,1,2025,500,단독,35,,,41113,31.38,서둔동,,41113,202501,
2006,25.02~27.02,신규,13,1,2025,"10,000",다가구,0,,,41113,68,곡반정동,,41113,202501,
2016,25.02~26.02,신규,10,1,2025,"1,000",다가구,70,,,41113,44,세류동,,41113,202501,
1993,25.02~27.02,신규,13,1,2025,"1,000",단독,44,,,41113,40,구운동,,41113,202501,
1994,25.01~27.01,신규,13,1,2025,"7,000",다가구,50,,,41113,99.9,세류동,,41113,202501,
2015,25.02~27.02,신규,10,1,2025,"30,000",다가구,0,,,41113,138,호매실동,,41113,202501,
2004,25.01~27.01,신규,9,1,2025,"5,000",다가구,0,,,41113,35,권선동,,41113,202501,
2005,25.01~25.07,신규,9,1,2025,100,다가구,44,,,41113,16,곡반정동,,41113,202501,
2004,25.01~27.01,신규,8,1,2025,"10,500",단독,0,,,41113,50,탑동,,41113,202501,
1995,25.01~27.01,신규,1,1,2025,"2,000",단독,80,,,41113,83.31,서둔동,,41113,202501,
,24.10~26.10,갱신,8,1,2025,300,단독,30,300,30,41113,33,세류동,사용,41113,202501,
,24.10~26.09,갱신,8,1,2025,300,단독,29,300,29,41113,25,세류동,사용,41113,202501,
1993,25.02~27.02,신규,8,1,2025,"2,000",단독,55,,,41113,47.13,권선동,,41113,202501,
2012,25.01~26.01,갱신,6,1,2025,"2,000",단독,25,"2,000",25,41113,29,세류동,사용,41113,202501,
2008,25.01~27.01,신규,2,1,2025,"4,000",다가구,0,,,41113,30,곡반정동,,41113,202501,
2001,25.02~27.01,신규,7,1,2025,"6,000",다가구,0,,,41113,29,권선동,,41113,202501,
2015,25.01~27.01,신규,3,1,2025,500,다가구,45,,,41113,28.96,평리동,,41113,202501,
2005,25.02~27.02,신규,6,1,2025,"13,000",다가구,0,,,41113,28.4,권선동,,41113,202501,
2022,25.01~27.01,신규,6,1,2025,"5,000",단독,45,,,41113,41.195,구운동,,41113,202501,
2001,25.01~26.01,신규,2,1,2025,300,다가구,40,,,41113,21,권선동,,41113,202501,
,25.01~27.01,신규,4,1,2025,"29,900",다가구,0,,,41113,59.81,권선동,,41113,202501,
2002,25.01~27.01,신규,3,1,2025,500,단독,40,,,41113,35,구운동,,41113,202501,
2008,25.01~26.01,신규,3,1,2025,500,다가구,35,,,41113,30,곡반정동,,41113,202501,
2008,25.01~27.01,신규,3,1,2025,"13,000",다가구,10,,,41113,62.98,곡반정동,,41113,202501,
2006,25.01~27.01,신규,2,1,2025,"3,000",단독,0,,,41113,24.75,곡반정동,,41113,202501,
2017,25.02~27.02,신규,2,1,2025,"15,000",다가구,0,,,41113,40,세류동,,41113,202501,
1982,25.01~26.01,신규,2,1,2025,100,다가구,20,,,41113,20,세류동,,41113,202501,
2001,25.01~26.01,신규,2,1,2025,300,다가구,40,,,41113,21,권선동,,41113,202501,
2009,25.01~26.01,신규,2,1,2025,300,다가구,20,,,41113,30,탑동,,41113,202501,
1991,25.01~27.01,신규,1,1,2025,"8,000",단독,0,,,41113,40,구운동,,41113,202501,
2011,25.01~26.01,신규,2,1,2025,500,다가구,40,,,41113,18,세류동,,41113,202501,
,,,10,2,2025,"16,500",다가구,0,,,41113,82,곡반정동,,41113,202502,
,,,21,2,2025,100,다가구,35,,,41113,23,곡반정동,,41113,202502,
2006,,,8,2,2025,100,단독,29,,,41113,20,곡반정동,,41113,202502,
2017,,,28,2,2025,"14,700",다가구,0,,,41113,55,금곡동,,41113,202502,
1994,,,5,2,2025,200,다가구,25,,,41113,25,세류동,,41113,202502,
2002,,,14,2,2025,300,단독,30,,,41113,17,권선동,,41113,202502,
1984,,,22,2,2025,"23,000",단독,0,,,41113,79,세류동,,41113,202502,
2007,,,25,2,2025,"3,000",단독,28,,,41113,14,곡반정동,,41113,202502,
1991,,,28,2,2025,"6,000",단독,0,,,41113,35,탑동,,41113,202502,
2001,,,17,2,2025,"4,500",단독,0,,,41113,26,권선동,,41113,202502,
2001,,,3,2,2025,500,단독,40,,,41113,26,권선동,,41113,202502,
2001,,,4,2,2025,"5,000",단독,0,,,41113,28,권선동,,41113,202502,
2017,,,25,2,2025,"15,000",다가구,0,,,41113,46,세류동,,41113,202502,
2023,,,24,2,2025,"14,000",다가구,20,,,41113,33,권선동,,41113,202502,
1985,,,14,2,2025,"1,000",단독,45,,,41113,42,서둔동,,41113,202502,
2011,,,18,2,2025,"7,000",다가구,15,,,41113,35,구운동,,41113,202502,
2008,,,12,2,2025,500,단독,38,,,41113,30,곡반정동,,41113,202502,
2006,,,15,2,2025,500,다가구,50,,,41113,26,권선동,,41113,202502,
2013,,,14,2,2025,"3,500",다가구,0,,,41113,18,평동,,41113,202502,
2004,,,10,2,2025,"8,800",단독,0,,,41113,50,권선동,,41113,202502,
1979,,,2,2,2025,"7,000",단독,0,,,41113,58,세류동,,41113,202502,
2001,,,4,2,2025,"5,000",단독,0,,,41113,28,권선동,,41113,202502,
2001,25.02~26.02,갱신,15,2,2025,"6,500",단독,0,"6,500",,41113,39.66,권선동,사용,41113,202502,
1985,25.02~26.02,신규,4,2,2025,500,단독,40,,,41113,87.63,권선동,,41113,202502,
,25.02~27.02,갱신,25,2,2025,300,단독,41,300,39,41113,30,고색동,,41113,202502,
1989,25.03~27.03,신규,27,2,2025,"2,000",다가구,60,,,41113,79.64,세류동,,41113,202502,
1984,25.02~27.02,신규,18,2,2025,500,단독,35,,,41113,30,세류동,,41113,202502,
2010,25.02~26.02,신규,5,2,2025,"1,000",다가구,42,,,41113,36,탑동,,41113,202502,
1984,25.03~27.03,신규,15,2,2025,"3,000",단독,60,,,41113,72.09,서둔동,,41113,202502,
1994,25.03~27.03,신규,26,2,2025,"5,000",단독,0,,,41113,43,세류동,,41113,202502,
1990,25.02~27.02,신규,18,2,2025,500,단독,55,,,41113,49,구운동,,41113,202502,
2008,25.03~27.03,신규,25,2,2025,"2,000",단독,58,,,41113,46.28,세류동,,41113,202502,
2006,25.02~26.02,신규,16,2,2025,300,다가구,47,,,41113,30,곡반정동,,41113,202502,
2002,25.02~26.02,신규,8,2,2025,500,단독,35,,,41113,27,권선동,,41113,202502,
2006,24.01~26.01,갱신,3,2,2025,"10,000",다가구,0,"9,000",,41113,94.2,곡반정동,,41113,202502,
2010,25.02~26.02,갱신,25,2,2025,300,단독,37,300,37,41113,25,탑동,사용,41113,202502,
,25.02~26.02,신규,28,2,2025,500,단독,35,,,41113,27,곡반정동,,41113,202502,
2017,25.02~27.02,신규,4,2,2025,"1,000",단독,63,,,41113,43,서둔동,,41113,202502,
